"cod_setor","situacao_setor","homens_soma","mulheres_soma","total","homens_percentual","mulheres_percentual","domicilio"
"250040305000001","1","200","116","316","63.291139240506330","36.7088607594936700","HOMEM"
"250040305000002","1","205","125","330","62.121212121212125","37.8787878787878750","HOMEM"
"250040305000003","1","242","124","366","66.120218579234970","33.8797814207650300","HOMEM"
"250040305000004","1","113","240","353","32.011331444759210","67.9886685552407900","MULHER"
"250040305000005","1","118","84","202","58.415841584158414","41.5841584158415860","HOMEM"
"250040305000006","1","195","133","328","59.451219512195124","40.5487804878048760","HOMEM"
"250040305000007","1","196","187","383","51.174934725848566","48.8250652741514340","HOMEM"
"250040305000008","1","122","98","220","55.454545454545450","44.5454545454545500","HOMEM"
"250040305000009","8","104","18","122","85.245901639344270","14.7540983606557370","HOMEM"
"250040305000010","8","112","15","127","88.188976377952760","11.8110236220472440","HOMEM"
"250040305000011","8","254","82","336","75.595238095238100","24.4047619047619050","HOMEM"
"250040305000012","8","76","31","107","71.028037383177580","28.9719626168224300","HOMEM"
"250040305000013","8","105","29","134","78.358208955223890","21.6417910447761200","HOMEM"
"250040305000014","8","140","90","230","60.869565217391305","39.1304347826086950","HOMEM"
"250040305000015","8","231","63","294","78.571428571428570","21.4285714285714270","HOMEM"
"250040305000016","8","169","33","202","83.663366336633660","16.3366336633663350","HOMEM"
"250040305000017","5","91","37","128","71.093750000000000","28.9062500000000000","HOMEM"
"250040305000018","8","299","65","364","82.142857142857140","17.8571428571428580","HOMEM"
"250040305000019","8","66","19","85","77.647058823529400","22.3529411764705870","HOMEM"
"250040305000020","8","171","51","222","77.027027027027030","22.9729729729729720","HOMEM"
"250040305000021","8","130","32","162","80.246913580246910","19.7530864197530850","HOMEM"
"250040305000022","8","68","20","88","77.272727272727270","22.7272727272727270","HOMEM"
"250040305000023","1","83","71","154","53.896103896103895","46.1038961038961050","HOMEM"
"250040305000024","1","126","55","181","69.613259668508290","30.3867403314917120","HOMEM"
"250050205000001","1","177","96","273","64.835164835164830","35.1648351648351700","HOMEM"
"250050205000002","1","143","121","264","54.166666666666664","45.8333333333333360","HOMEM"
"250050205000003","1","167","106","273","61.172161172161175","38.8278388278388250","HOMEM"
"250050205000004","1","225","118","343","65.597667638483970","34.4023323615160400","HOMEM"
"250050205000005","1","206","120","326","63.190184049079754","36.8098159509202460","HOMEM"
"250050205000006","1","221","147","368","60.054347826086950","39.9456521739130500","HOMEM"
"250050205000007","1","176","133","309","56.957928802588995","43.0420711974110050","HOMEM"
"250050205000008","1","212","108","320","66.250000000000000","33.7500000000000000","HOMEM"
"250050205000009","8","78","23","101","77.227722772277230","22.7722772277227700","HOMEM"
"250050205000010","8","108","31","139","77.697841726618700","22.3021582733812950","HOMEM"
"250050205000011","8","72","27","99","72.727272727272730","27.2727272727272730","HOMEM"
"250050205000012","8","82","37","119","68.907563025210080","31.0924369747899160","HOMEM"
"250050205000013","8","120","29","149","80.536912751677850","19.4630872483221470","HOMEM"
"250050205000014","8","70","23","93","75.268817204301070","24.7311827956989240","HOMEM"
"250050205000015","8","48","6","54","88.888888888888890","11.1111111111111100","HOMEM"
"250050205000016","8","30","68","98","30.612244897959183","69.3877551020408100","MULHER"
"250050205000017","8","167","54","221","75.565610859728510","24.4343891402714900","HOMEM"
"250050205000018","5","62","19","81","76.543209876543220","23.4567901234567900","HOMEM"
"250050205000019","5","40","16","56","71.428571428571430","28.5714285714285730","HOMEM"
"250053605000001","1","103","90","193","53.367875647668390","46.6321243523316100","HOMEM"
"250053605000002","1","105","116","221","47.511312217194570","52.4886877828054300","MULHER"
"250053605000003","8","66","41","107","61.682242990654200","38.3177570093458000","HOMEM"
"250053605000004","5","54","64","118","45.762711864406780","54.2372881355932200","MULHER"
"250053605000005","8","76","84","160","47.500000000000000","52.5000000000000000","MULHER"
"250053605000006","8","44","88","132","33.333333333333336","66.6666666666666700","MULHER"
"250053605000007","8","105","102","207","50.724637681159420","49.2753623188405800","HOMEM"
"250053605000008","8","32","12","44","72.727272727272730","27.2727272727272730","HOMEM"
"250053605000009","1","120","103","223","53.811659192825110","46.1883408071748900","HOMEM"
"250053605000010","5","106","54","160","66.250000000000000","33.7500000000000000","HOMEM"
"250057705000001","1","85","122","207","41.062801932367150","58.9371980676328500","MULHER"
"250057705000002","8","110","40","150","73.333333333333330","26.6666666666666680","HOMEM"
"250057705000003","8","33","32","65","50.769230769230770","49.2307692307692300","HOMEM"
"250057705000004","8","64","41","105","60.952380952380950","39.0476190476190500","HOMEM"
"250057705000005","1","28","118","146","19.178082191780820","80.8219178082191800","MULHER"
"250060105000001","1","164","88","252","65.079365079365080","34.9206349206349200","HOMEM"
"250060105000002","1","174","158","332","52.409638554216870","47.5903614457831300","HOMEM"
"250060105000003","1","189","64","253","74.703557312252970","25.2964426877470350","HOMEM"
"250060105000004","1","132","68","200","66.000000000000000","34.0000000000000000","HOMEM"
"250060105000005","1","116","129","245","47.346938775510200","52.6530612244898000","MULHER"
"250060105000006","1","91","63","154","59.090909090909090","40.9090909090909100","HOMEM"
"250060105000007","1","106","61","167","63.473053892215570","36.5269461077844300","HOMEM"
"250060105000008","1","84","23","107","78.504672897196260","21.4953271028037400","HOMEM"
"250060105000009","8","87","59","146","59.589041095890410","40.4109589041095900","HOMEM"
"250060105000010","8","41","1","42","97.619047619047620","2.3809523809523810","HOMEM"
"250060105000011","8","77","20","97","79.381443298969070","20.6185567010309300","HOMEM"
"250060105000012","8","89","39","128","69.531250000000000","30.4687500000000000","HOMEM"
"250060105000013","8","14","0","14","100.000000000000000","0.0000000000000000","HOMEM"
"250060105000014","8","138","22","160","86.250000000000000","13.7500000000000000","HOMEM"
"250060105000015","5","282","121","403","69.975186104218370","30.0248138957816370","HOMEM"
"250060105000016","5","146","43","189","77.248677248677250","22.7513227513227500","HOMEM"
"250060105000017","8","84","14","98","85.714285714285710","14.2857142857142860","HOMEM"
"250060105000018","8","25","6","31","80.645161290322580","19.3548387096774200","HOMEM"
"250060105000019","1","132","105","237","55.696202531645570","44.3037974683544300","HOMEM"
"250060105000020","1","81","45","126","64.285714285714290","35.7142857142857150","HOMEM"
"250060105000021","1","80","37","117","68.376068376068370","31.6239316239316250","HOMEM"
"250060105000022","1","82","60","142","57.746478873239440","42.2535211267605600","HOMEM"
"250060105000023","1","177","83","260","68.076923076923080","31.9230769230769230","HOMEM"
"250060105000024","1","217","119","336","64.583333333333330","35.4166666666666640","HOMEM"
"250060105000025","1","171","63","234","73.076923076923080","26.9230769230769230","HOMEM"
"250060105000026","8","26","5","31","83.870967741935490","16.1290322580645160","HOMEM"
"250060105000027","5","177","80","257","68.871595330739300","31.1284046692607000","HOMEM"
"250060105000028","5","111","38","149","74.496644295302020","25.5033557046979880","HOMEM"
"250060105000029","5","98","12","110","89.090909090909100","10.9090909090909080","HOMEM"
"250070005000001","1","176","147","323","54.489164086687300","45.5108359133127000","HOMEM"
"250070005000002","1","154","88","242","63.636363636363630","36.3636363636363700","HOMEM"
"250070005000003","1","159","113","272","58.455882352941174","41.5441176470588260","HOMEM"
"250070005000004","1","199","114","313","63.578274760383390","36.4217252396166100","HOMEM"
"250070005000005","1","123","108","231","53.246753246753244","46.7532467532467560","HOMEM"
"250070005000006","1","252","136","388","64.948453608247420","35.0515463917525800","HOMEM"
"250070005000007","8","93","41","134","69.402985074626870","30.5970149253731340","HOMEM"
"250070005000008","8","159","73","232","68.534482758620680","31.4655172413793100","HOMEM"
"250070005000009","8","107","35","142","75.352112676056340","24.6478873239436600","HOMEM"
"250070005000010","8","101","152","253","39.920948616600790","60.0790513833992100","MULHER"
"250070005000011","8","82","29","111","73.873873873873880","26.1261261261261280","HOMEM"
"250070005000012","8","96","21","117","82.051282051282060","17.9487179487179500","HOMEM"
"250070005000013","8","177","36","213","83.098591549295780","16.9014084507042240","HOMEM"
"250070005000014","8","68","13","81","83.950617283950620","16.0493827160493830","HOMEM"
"250070005000015","8","86","35","121","71.074380165289260","28.9256198347107440","HOMEM"
"250070005000016","8","120","20","140","85.714285714285710","14.2857142857142860","HOMEM"
"250070005000017","8","77","126","203","37.931034482758620","62.0689655172413800","MULHER"
"250070005000018","8","91","37","128","71.093750000000000","28.9062500000000000","HOMEM"
"250070005000019","5","114","36","150","76.000000000000000","24.0000000000000000","HOMEM"
"250070005000020","1","117","136","253","46.245059288537550","53.7549407114624500","MULHER"
"250070005000021","5","117","50","167","70.059880239520960","29.9401197604790430","HOMEM"
"250070015000001","1","41","13","54","75.925925925925920","24.0740740740740730","HOMEM"
"250070015000002","8","104","82","186","55.913978494623656","44.0860215053763440","HOMEM"
"250070015000003","8","199","50","249","79.919678714859440","20.0803212851405630","HOMEM"
"250070015000004","8","70","13","83","84.337349397590360","15.6626506024096380","HOMEM"
"250070015000005","8","186","27","213","87.323943661971820","12.6760563380281700","HOMEM"
"250070015000006","8","94","14","108","87.037037037037040","12.9629629629629640","HOMEM"
"250070015000007","5","222","38","260","85.384615384615390","14.6153846153846150","HOMEM"
"250073405000001","1","111","96","207","53.623188405797100","46.3768115942029000","HOMEM"
"250073405000002","8","127","35","162","78.395061728395060","21.6049382716049370","HOMEM"
"250073405000003","8","101","33","134","75.373134328358200","24.6268656716417900","HOMEM"
"250073405000004","1","78","55","133","58.646616541353380","41.3533834586466200","HOMEM"
"250077505000001","1","106","119","225","47.111111111111114","52.8888888888888860","MULHER"
"250077505000002","1","127","200","327","38.837920489296636","61.1620795107033640","MULHER"
"250077505000003","8","234","66","300","78.000000000000000","22.0000000000000000","HOMEM"
"250077505000004","8","104","146","250","41.600000000000000","58.4000000000000000","MULHER"
"250077505000005","8","83","64","147","56.462585034013610","43.5374149659863900","HOMEM"
"250077505000006","8","157","17","174","90.229885057471260","9.7701149425287350","HOMEM"
"250077505000007","5","74","54","128","57.812500000000000","42.1875000000000000","HOMEM"
"250077505000008","1","156","83","239","65.271966527196650","34.7280334728033500","HOMEM"
"250077505000009","1","171","93","264","64.772727272727270","35.2272727272727300","HOMEM"
"250077505000010","5","42","54","96","43.750000000000000","56.2500000000000000","MULHER"
"250077505000011","5","27","30","57","47.368421052631580","52.6315789473684200","MULHER"
"250080905000001","1","173","142","315","54.920634920634920","45.0793650793650800","HOMEM"
"250080905000002","1","161","109","270","59.629629629629626","40.3703703703703740","HOMEM"
"250080905000003","1","172","145","317","54.258675078864350","45.7413249211356500","HOMEM"
"250080905000004","1","181","124","305","59.344262295081970","40.6557377049180300","HOMEM"
"250080905000005","1","206","104","310","66.451612903225810","33.5483870967741900","HOMEM"
"250080905000006","1","170","92","262","64.885496183206100","35.1145038167938900","HOMEM"
"250080905000007","8","60","19","79","75.949367088607600","24.0506329113924050","HOMEM"
"250080905000008","8","72","13","85","84.705882352941170","15.2941176470588240","HOMEM"
"250080905000009","8","31","12","43","72.093023255813950","27.9069767441860460","HOMEM"
"250080905000010","8","36","7","43","83.720930232558150","16.2790697674418600","HOMEM"
"250080905000011","8","75","19","94","79.787234042553200","20.2127659574468100","HOMEM"
"250080905000012","8","135","16","151","89.403973509933780","10.5960264900662260","HOMEM"
"250080905000013","8","124","31","155","80.000000000000000","20.0000000000000000","HOMEM"
"250080905000014","8","133","32","165","80.606060606060610","19.3939393939393940","HOMEM"
"250080905000015","8","59","28","87","67.816091954023000","32.1839080459770100","HOMEM"
"250080905000016","8","145","23","168","86.309523809523810","13.6904761904761900","HOMEM"
"250080905000017","8","122","69","191","63.874345549738220","36.1256544502617800","HOMEM"
"250080905000018","8","73","19","92","79.347826086956520","20.6521739130434770","HOMEM"
"250080905000019","8","50","6","56","89.285714285714290","10.7142857142857140","HOMEM"
"250080905000020","8","64","18","82","78.048780487804880","21.9512195121951240","HOMEM"
"250080905000021","8","55","10","65","84.615384615384610","15.3846153846153850","HOMEM"
"250080905000022","8","73","14","87","83.908045977011500","16.0919540229885070","HOMEM"
"250080905000023","8","31","7","38","81.578947368421050","18.4210526315789500","HOMEM"
"250080905000024","8","152","29","181","83.977900552486190","16.0220994475138130","HOMEM"
"250080905000025","8","27","9","36","75.000000000000000","25.0000000000000000","HOMEM"
"250080905000026","8","94","33","127","74.015748031496060","25.9842519685039370","HOMEM"
"250080905000027","8","100","19","119","84.033613445378150","15.9663865546218490","HOMEM"
"250080905000028","8","56","28","84","66.666666666666670","33.3333333333333360","HOMEM"
"250080905000029","8","25","28","53","47.169811320754720","52.8301886792452800","MULHER"
"250080905000030","8","10","15","25","40.000000000000000","60.0000000000000000","MULHER"
"250080905000031","8","58","5","63","92.063492063492060","7.9365079365079370","HOMEM"
"250080905000032","5","108","27","135","80.000000000000000","20.0000000000000000","HOMEM"
"250080905000033","5","92","8","100","92.000000000000000","8.0000000000000000","HOMEM"
"250080905000034","5","85","36","121","70.247933884297520","29.7520661157024800","HOMEM"
"250080905000035","5","4","1","5","80.000000000000000","20.0000000000000000","HOMEM"
"250080905000036","1","162","91","253","64.031620553359690","35.9683794466403100","HOMEM"
"250080905000037","5","146","80","226","64.601769911504420","35.3982300884955700","HOMEM"
"250080905000038","5","7","9","16","43.750000000000000","56.2500000000000000","MULHER"
"250090805000001","1","118","134","252","46.825396825396820","53.1746031746031800","MULHER"
"250090805000002","1","114","90","204","55.882352941176470","44.1176470588235300","HOMEM"
"250090805000003","1","164","149","313","52.396166134185300","47.6038338658147000","HOMEM"
"250090805000004","1","142","158","300","47.333333333333336","52.6666666666666640","MULHER"
"250090805000005","1","70","76","146","47.945205479452056","52.0547945205479440","MULHER"
"250090805000006","1","94","73","167","56.287425149700596","43.7125748502994040","HOMEM"
"250090805000007","1","164","97","261","62.835249042145590","37.1647509578544100","HOMEM"
"250090805000008","1","70","72","142","49.295774647887320","50.7042253521126800","MULHER"
"250090805000009","1","123","100","223","55.156950672645740","44.8430493273542600","HOMEM"
"250090805000010","8","112","23","135","82.962962962962960","17.0370370370370380","HOMEM"
"250090805000011","8","131","57","188","69.680851063829790","30.3191489361702120","HOMEM"
"250090805000012","8","105","23","128","82.031250000000000","17.9687500000000000","HOMEM"
"250090805000013","8","81","26","107","75.700934579439250","24.2990654205607480","HOMEM"
"250090805000014","8","107","28","135","79.259259259259250","20.7407407407407400","HOMEM"
"250090805000015","8","204","120","324","62.962962962962960","37.0370370370370400","HOMEM"
"250090805000016","1","98","105","203","48.275862068965516","51.7241379310344840","MULHER"
"250090805000017","1","120","120","240","50.000000000000000","50.0000000000000000","IGUAL"
"250090805000018","1","146","103","249","58.634538152610440","41.3654618473895600","HOMEM"
"250090805000019","1","105","89","194","54.123711340206185","45.8762886597938150","HOMEM"
"250100505000001","1","180","104","284","63.380281690140850","36.6197183098591500","HOMEM"
"250100505000002","1","194","133","327","59.327217125382260","40.6727828746177400","HOMEM"
"250100505000003","1","126","48","174","72.413793103448270","27.5862068965517220","HOMEM"
"250100505000004","1","108","89","197","54.822335025380710","45.1776649746192900","HOMEM"
"250100505000005","1","171","97","268","63.805970149253730","36.1940298507462700","HOMEM"
"250100505000006","1","136","71","207","65.700483091787430","34.2995169082125600","HOMEM"
"250100505000007","1","170","113","283","60.070671378091870","39.9293286219081300","HOMEM"
"250100505000008","8","79","124","203","38.916256157635466","61.0837438423645340","MULHER"
"250100505000009","8","83","18","101","82.178217821782180","17.8217821782178230","HOMEM"
"250100505000010","8","66","29","95","69.473684210526320","30.5263157894736850","HOMEM"
"250100505000011","8","101","22","123","82.113821138211380","17.8861788617886200","HOMEM"
"250100505000012","8","125","38","163","76.687116564417180","23.3128834355828230","HOMEM"
"250100505000013","8","123","30","153","80.392156862745100","19.6078431372549030","HOMEM"
"250100505000014","5","277","117","394","70.304568527918780","29.6954314720812180","HOMEM"
"250100505000015","8","53","33","86","61.627906976744185","38.3720930232558150","HOMEM"
"250100505000016","8","79","13","92","85.869565217391300","14.1304347826086950","HOMEM"
"250100505000017","8","148","29","177","83.615819209039540","16.3841807909604530","HOMEM"
"250100505000018","8","241","65","306","78.758169934640520","21.2418300653594760","HOMEM"
"250100505000019","5","69","7","76","90.789473684210520","9.2105263157894740","HOMEM"
"250100505000020","8","254","83","337","75.370919881305640","24.6290801186943600","HOMEM"
"250100505000021","7","66","10","76","86.842105263157890","13.1578947368421040","HOMEM"
"250100505000022","5","47","6","53","88.679245283018870","11.3207547169811310","HOMEM"
"250100505000023","5","78","19","97","80.412371134020620","19.5876288659793830","HOMEM"
"250100505000024","1","79","123","202","39.108910891089110","60.8910891089108900","MULHER"
"250100505000025","1","164","128","292","56.164383561643840","43.8356164383561600","HOMEM"
"250100505000026","1","63","149","212","29.716981132075470","70.2830188679245300","MULHER"
"250100505000027","1","169","75","244","69.262295081967210","30.7377049180327870","HOMEM"
"250110405000001","1","71","46","117","60.683760683760680","39.3162393162393200","HOMEM"
"250110405000002","1","95","77","172","55.232558139534880","44.7674418604651200","HOMEM"
"250110405000003","1","101","99","200","50.500000000000000","49.5000000000000000","HOMEM"
"250110405000004","1","118","51","169","69.822485207100600","30.1775147928994100","HOMEM"
"250110405000005","1","105","104","209","50.239234449760765","49.7607655502392350","HOMEM"
"250110405000006","1","91","78","169","53.846153846153850","46.1538461538461500","HOMEM"
"250110405000007","1","145","137","282","51.418439716312060","48.5815602836879400","HOMEM"
"250110405000008","1","107","123","230","46.521739130434780","53.4782608695652200","MULHER"
"250110405000009","1","126","101","227","55.506607929515420","44.4933920704845800","HOMEM"
"250110405000010","1","102","41","143","71.328671328671330","28.6713286713286700","HOMEM"
"250110405000011","8","77","34","111","69.369369369369370","30.6306306306306300","HOMEM"
"250110405000012","8","98","11","109","89.908256880733940","10.0917431192660560","HOMEM"
"250110405000013","5","69","100","169","40.828402366863905","59.1715976331360950","MULHER"
"250110405000014","8","20","31","51","39.215686274509810","60.7843137254901900","MULHER"
"250110405000015","8","34","4","38","89.473684210526320","10.5263157894736850","HOMEM"
"250110405000016","8","49","5","54","90.740740740740750","9.2592592592592600","HOMEM"
"250110405000017","8","32","5","37","86.486486486486480","13.5135135135135140","HOMEM"
"250110405000018","8","27","5","32","84.375000000000000","15.6250000000000000","HOMEM"
"250110405000019","8","93","11","104","89.423076923076920","10.5769230769230770","HOMEM"
"250110405000020","8","104","10","114","91.228070175438600","8.7719298245614040","HOMEM"
"250110405000021","8","53","21","74","71.621621621621630","28.3783783783783800","HOMEM"
"250110405000022","1","13","3","16","81.250000000000000","18.7500000000000000","HOMEM"
"250110405000023","1","98","82","180","54.444444444444440","45.5555555555555600","HOMEM"
"250110405000024","1","85","58","143","59.440559440559440","40.5594405594405600","HOMEM"
"250110405000025","1","38","66","104","36.538461538461540","63.4615384615384600","MULHER"
"250110405000026","1","112","45","157","71.337579617834400","28.6624203821656070","HOMEM"
"250110405000027","1","149","94","243","61.316872427983540","38.6831275720164600","HOMEM"
"250110405000028","1","134","100","234","57.264957264957270","42.7350427350427300","HOMEM"
"250110405000029","1","87","67","154","56.493506493506494","43.5064935064935060","HOMEM"
"250110405000030","1","100","97","197","50.761421319796950","49.2385786802030500","HOMEM"
"250110405000031","1","104","81","185","56.216216216216220","43.7837837837837800","HOMEM"
"250110410000001","1","113","69","182","62.087912087912090","37.9120879120879100","HOMEM"
"250110410000002","8","92","41","133","69.172932330827070","30.8270676691729340","HOMEM"
"250110410000003","8","22","11","33","66.666666666666670","33.3333333333333360","HOMEM"
"250110410000004","8","103","27","130","79.230769230769230","20.7692307692307700","HOMEM"
"250110410000005","8","56","24","80","70.000000000000000","30.0000000000000000","HOMEM"
"250110415000001","1","172","107","279","61.648745519713260","38.3512544802867400","HOMEM"
"250110415000002","8","161","42","203","79.310344827586200","20.6896551724137940","HOMEM"
"250110415000003","8","83","16","99","83.838383838383830","16.1616161616161630","HOMEM"
"250110415000004","8","19","18","37","51.351351351351354","48.6486486486486460","HOMEM"
"250110415000005","8","17","6","23","73.913043478260870","26.0869565217391300","HOMEM"
"250110420000001","1","48","25","73","65.753424657534250","34.2465753424657500","HOMEM"
"250110420000002","8","31","24","55","56.363636363636370","43.6363636363636300","HOMEM"
"250110420000003","8","79","40","119","66.386554621848750","33.6134453781512600","HOMEM"
"250110420000004","8","46","132","178","25.842696629213480","74.1573033707865200","MULHER"
"250110420000005","8","11","10","21","52.380952380952380","47.6190476190476200","HOMEM"
"250110420000006","8","54","28","82","65.853658536585370","34.1463414634146360","HOMEM"
"250110420000007","8","79","48","127","62.204724409448820","37.7952755905511800","HOMEM"
"250110420000008","8","35","32","67","52.238805970149250","47.7611940298507500","HOMEM"
"250115305000001","1","201","66","267","75.280898876404490","24.7191011235955070","HOMEM"
"250115305000002","5","64","20","84","76.190476190476190","23.8095238095238100","HOMEM"
"250115305000003","8","25","14","39","64.102564102564100","35.8974358974359000","HOMEM"
"250115305000004","8","42","15","57","73.684210526315800","26.3157894736842100","HOMEM"
"250115305000005","8","36","5","41","87.804878048780500","12.1951219512195120","HOMEM"
"250120305000001","1","119","213","332","35.843373493975900","64.1566265060241000","MULHER"
"250120305000002","1","112","72","184","60.869565217391305","39.1304347826086950","HOMEM"
"250120305000003","1","105","218","323","32.507739938080500","67.4922600619195100","MULHER"
"250120305000004","1","191","165","356","53.651685393258425","46.3483146067415750","HOMEM"
"250120305000005","8","43","68","111","38.738738738738740","61.2612612612612600","MULHER"
"250120305000006","8","1","5","6","16.666666666666668","83.3333333333333300","MULHER"
"250120305000007","8","48","48","96","50.000000000000000","50.0000000000000000","IGUAL"
"250120305000008","8","219","78","297","73.737373737373740","26.2626262626262630","HOMEM"
"250120305000009","1","178","68","246","72.357723577235770","27.6422764227642260","HOMEM"
"250130205000001","1","174","111","285","61.052631578947370","38.9473684210526300","HOMEM"
"250130205000002","1","155","65","220","70.454545454545450","29.5454545454545470","HOMEM"
"250130205000003","1","127","86","213","59.624413145539904","40.3755868544600960","HOMEM"
"250130205000004","1","37","150","187","19.786096256684490","80.2139037433155100","MULHER"
"250130205000005","1","70","100","170","41.176470588235300","58.8235294117647000","MULHER"
"250130205000006","1","74","161","235","31.489361702127660","68.5106382978723500","MULHER"
"250130205000007","1","108","55","163","66.257668711656440","33.7423312883435600","HOMEM"
"250130205000008","1","154","73","227","67.841409691629960","32.1585903083700440","HOMEM"
"250130205000009","8","49","22","71","69.014084507042260","30.9859154929577480","HOMEM"
"250130205000010","8","24","6","30","80.000000000000000","20.0000000000000000","HOMEM"
"250130205000011","8","81","32","113","71.681415929203540","28.3185840707964600","HOMEM"
